id,dayNumber,durationMinutes,attenuationRiskValue,initialRiskLevel,totalRiskValue,api_level,android_version,brand,model,user_id,timestamp,contact_date
3973,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3975,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3976,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3977,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3978,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3980,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3982,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3984,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3986,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3987,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3988,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3989,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3990,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
3991,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4005,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4006,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4007,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4013,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4014,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4015,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4016,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4017,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4018,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4019,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4020,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4021,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4022,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4023,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4037,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4038,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4039,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4045,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4046,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4047,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4048,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4049,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4050,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4051,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4052,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4053,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4054,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4055,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4069,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4070,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4071,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 1:03,11/24/2020 0:00
4566,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4567,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4568,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4569,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4570,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4571,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4572,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4573,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4574,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4575,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4576,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4590,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4591,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4592,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4598,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4599,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4600,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4601,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4602,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4603,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4604,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4605,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4606,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4607,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4608,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4622,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4623,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4624,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4630,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4631,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4632,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4633,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4634,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4635,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4636,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4637,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4638,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4639,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4640,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4654,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4655,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4656,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4662,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4663,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4664,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4665,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4666,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4667,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4668,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4669,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4670,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4671,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4672,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4686,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4687,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4688,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4694,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4695,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4696,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4697,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4698,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4699,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4700,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4701,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4702,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4703,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4704,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4718,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4719,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4720,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4736,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4737,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4738,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4739,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4740,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4741,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4742,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4743,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4744,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4745,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4746,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4760,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4761,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4762,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4768,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4769,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4770,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4771,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4772,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4773,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4774,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4775,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4776,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4777,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4778,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4792,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4793,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4794,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4800,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4801,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4802,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4803,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4804,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4805,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4806,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4807,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4808,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4809,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4810,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4824,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4825,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4826,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4832,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4833,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4834,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4835,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4836,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4837,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4838,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4839,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4840,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4841,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4842,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4856,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4857,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4858,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4864,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4865,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4866,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4867,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4868,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4869,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4870,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4871,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4872,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4873,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4874,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4888,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4889,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4890,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4906,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4907,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4908,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4909,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4910,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4911,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4912,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4913,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4914,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4915,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4916,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4930,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4931,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4932,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4938,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4939,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4940,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4941,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4942,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4943,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4944,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4945,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4946,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4947,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4948,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4962,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4963,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4964,18590,30,44,2,280,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4970,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4971,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4972,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
4973,18590,8,44,2,120,29,10,HUAWEI,LIO-L29,4179b801a26f7905,12/2/2020 7:58,11/24/2020 0:00
